ciudad,temperatura,unidad
Toronto_5963,-10.9,C
Berlin_5964,114.8,F
Oslo_5965,-23.5,C
Tokio_5966,48.8,C
Madrid_5967,48.4,F
Mumbai_5968,7.3,C
Oslo_5969,103,F
Nueva York_5970,49.8,F
Paris_5971,1,C
Seattle_5972,70.1,F
Cancun_5973,46.7,C
Cairo_5974,18.9,C
Auckland_5975,47.2,C
Phoenix_5976,93.5,F
Londres_5977,18.3,F
Pekín_5978,115.6,F
Sydney_5979,24.7,F
Tokio_5980,47.1,C
Nueva York_5981,-10.2,F
Helsinki_5982,34.6,C
CDMX_5983,18.2,F
Bogota_5984,-17.2,C
Lima_5985,99.1,F
Reykjavik_5986,-6.8,F
Seattle_5987,21.1,C
Mumbai_5988,26.7,C
Monterrey_5989,21.2,F
Cairo_5990,-6.2,C
Reykjavik_5991,-5.5,F
Melbourne_5992,57,F
Madrid_5993,-2,F
Honolulu_5994,26.9,C
Madrid_5995,28.7,F
Lima_5996,-8.1,C
Guadalajara_5997,28.7,C
Cairo_5998,-11.5,C
Madrid_5999,-20.2,C
Toronto_6000,51,F
Lisboa_6001,-8.6,C
Melbourne_6002,-20.3,F
Paris_6003,6,F
Estocolmo_6004,105.2,F
Phoenix_6005,101.1,F
Guadalajara_6006,114.7,F
Tokio_6007,5.5,F
Budapest_6008,47,C
Toronto_6009,14.1,F
Guadalajara_6010,-21,C
Monterrey_6011,10.2,C
Houston_6012,100.4,F
Roma_6013,-0.3,C
Caracas_6014,93.6,F
Oslo_6015,36.1,C
Varsovia_6016,16.6,F
Roma_6017,-2.5,C
Puebla_6018,10.7,C
Dubai_6019,-17.7,C
Tijuana_6020,89.9,F
Denver_6021,31.3,C
Melbourne_6022,102.8,F
Nairobi_6023,32,C
CDMX_6024,-9.1,C
Bangkok_6025,-24.6,C
Lima_6026,-9.2,C
Boston_6027,87.6,F
Bogota_6028,79.1,F
Las Vegas_6029,25.1,C
Singapur_6030,-2.5,F
Berlin_6031,38.9,C
Toronto_6032,78.4,F
Chicago_6033,-13,C
Santiago_6034,93.4,F
Denver_6035,-16.9,F
Cancun_6036,-21.1,C
Tokio_6037,88.2,F
Oslo_6038,-23.3,C
Lagos_6039,-25.9,C
Guadalajara_6040,31.1,C
Los Angeles_6041,-15.4,F
Paris_6042,45.7,F
Bangkok_6043,64.6,F
Puebla_6044,79.7,F
CDMX_6045,94.8,F
Bogota_6046,21.3,C
Varsovia_6047,106.1,F
Varsovia_6048,25.3,C
Honolulu_6049,41.7,F
Lima_6050,11.8,F
Paris_6051,39.4,C
Estocolmo_6052,111.1,F
Bangkok_6053,33.9,C
Honolulu_6054,18.4,F
Budapest_6055,46,C
Buenos Aires_6056,-8,F
Santiago_6057,8.1,C
Mumbai_6058,119.3,F
Reykjavik_6059,-16.2,F
Nueva York_6060,-23.1,C
CDMX_6061,56.8,F
Puebla_6062,-9.1,C
Londres_6063,23,F
Estocolmo_6064,0.3,F
Paris_6065,121.1,F
Honolulu_6066,18.9,C
Lima_6067,2.3,C
Lisboa_6068,98.1,F
Atenas_6069,60.9,F
Estocolmo_6070,33.8,C
Miami_6071,33.6,F
Atenas_6072,92.5,F
Ankara_6073,33,C
Boston_6074,-7.6,C
Auckland_6075,111.8,F
Los Angeles_6076,-5.4,C
Los Angeles_6077,6.6,C
Los Angeles_6078,1.1,C
Oslo_6079,4.9,C
Oslo_6080,48.9,C
Miami_6081,-22.5,C
Varsovia_6082,8.4,C
Tokio_6083,91.4,F
Buenos Aires_6084,57.2,F
Chicago_6085,35.4,C
Berlin_6086,1.1,F
Lisboa_6087,-15.5,F
Reykjavik_6088,97.3,F
Puebla_6089,49.7,F
Cancun_6090,87.2,F
Auckland_6091,2.8,C
Honolulu_6092,21.2,C
Berlin_6093,34.3,F
Houston_6094,26.5,F
Seattle_6095,9.5,C
Denver_6096,52.4,F
Estocolmo_6097,-14.9,C
Denver_6098,21.8,C
Lisboa_6099,-20.3,C
Buenos Aires_6100,-6.2,C
Guadalajara_6101,111.6,F
Caracas_6102,25.1,C
Estocolmo_6103,-7,C
Helsinki_6104,-13.9,C
Chicago_6105,-25.8,C
Tokio_6106,33.1,C
Pekín_6107,-5.1,C
Guadalajara_6108,9.3,F
Ankara_6109,74.2,F
Las Vegas_6110,112.2,F
Moscu_6111,104.4,F
Ankara_6112,82.8,F
Seattle_6113,83.2,F
Las Vegas_6114,6.2,C
Oslo_6115,93.2,F
Londres_6116,-1.2,F
Ankara_6117,43.1,C
Ankara_6118,118.5,F
Londres_6119,-11.7,C
Helsinki_6120,-8.5,C
Singapur_6121,49,F
Madrid_6122,-20.9,C
Budapest_6123,3.8,F
Atenas_6124,-25.4,C
Budapest_6125,17.6,C
Santiago_6126,3.8,C
Berlin_6127,-21.3,C
Atenas_6128,-7.8,F
Londres_6129,38.7,C
Miami_6130,61.5,F
CDMX_6131,105.6,F
Melbourne_6132,106.5,F
Santiago_6133,86.4,F
Buenos Aires_6134,43.4,F
Nairobi_6135,84.4,F
Reykjavik_6136,11.8,F
Atenas_6137,101.1,F
Dubai_6138,34.7,F
Bogota_6139,-0.2,C
Bogota_6140,2.2,C
Nueva York_6141,56.6,F
Cairo_6142,39.4,C
Monterrey_6143,-20.4,C
Honolulu_6144,38,F
CDMX_6145,-16.7,C
Melbourne_6146,24.4,C
Lagos_6147,-0.3,F
Lima_6148,80.9,F
Oslo_6149,5.5,F
Miami_6150,23.3,C
Boston_6151,69.5,F
Atenas_6152,48.1,C
Monterrey_6153,42.1,F
Puebla_6154,10.6,C
Lagos_6155,-23.4,C
CDMX_6156,23,F
Estocolmo_6157,-16.8,C
Phoenix_6158,-16.1,C
Bangkok_6159,0.5,C
Singapur_6160,117.5,F
Budapest_6161,92.6,F
Roma_6162,69.9,F
Londres_6163,22.6,F
Dubai_6164,-1.3,F
Nairobi_6165,8.6,C
Pekín_6166,-17,F
Bogota_6167,21.3,C
Roma_6168,95.6,F
CDMX_6169,3.7,F
Pekín_6170,49.6,F
Cairo_6171,47.8,F
Tokio_6172,62.7,F
Guadalajara_6173,5.5,F
Nueva York_6174,31.8,F
Las Vegas_6175,44.7,F
Cairo_6176,2.8,C
Berlin_6177,27.3,F
Lagos_6178,-27.7,C
Oslo_6179,111.6,F
Lima_6180,27.1,C
Lagos_6181,-1.3,C
Las Vegas_6182,21,C
Caracas_6183,-1.2,F
Honolulu_6184,107.9,F
Santiago_6185,19.2,C
Dubai_6186,29.2,F
Las Vegas_6187,76.2,F
Mumbai_6188,38.4,C
Sydney_6189,-2.8,C
Bogota_6190,116.4,F
Melbourne_6191,23.7,C
Estocolmo_6192,64.1,F
Guadalajara_6193,38.9,C
Auckland_6194,39.9,C
Dubai_6195,118.2,F
Londres_6196,70.5,F
Cancun_6197,-22.5,C
Varsovia_6198,108,F
Moscu_6199,4.5,C
Estocolmo_6200,-7.8,C
Lisboa_6201,22.9,F
Boston_6202,-3,C
Denver_6203,84.4,F
Tijuana_6204,49.3,C
Boston_6205,13.4,C
Bogota_6206,91.7,F
Singapur_6207,80.9,F
Santiago_6208,-6.4,C
Helsinki_6209,13.6,F
Buenos Aires_6210,34.4,C
Denver_6211,5.1,C
Cancun_6212,17.5,F
Cairo_6213,42.9,C
Estocolmo_6214,32.9,C
Singapur_6215,16.7,F
Las Vegas_6216,91.5,F
Pekín_6217,31.4,F
Toronto_6218,-1.4,F
CDMX_6219,37.8,C
Estocolmo_6220,23,F
Cairo_6221,19.1,C
Moscu_6222,-1,C
Helsinki_6223,2.9,C
Houston_6224,1.9,C
Bangkok_6225,92.2,F
Singapur_6226,25.8,C
Berlin_6227,-26.6,C
Cairo_6228,5.4,C
Guadalajara_6229,3.7,C
Buenos Aires_6230,20.8,F
Atenas_6231,32.6,C
Sydney_6232,3,C
Mumbai_6233,38.4,C
Denver_6234,111.2,F
Roma_6235,-4.4,C
Puebla_6236,24.3,C
Nairobi_6237,103.6,F
Guadalajara_6238,-7.7,C
Lima_6239,37.1,C
Londres_6240,47.4,C
Lagos_6241,57.8,F
Bangkok_6242,72.9,F
Sydney_6243,36.3,C
Los Angeles_6244,-19.4,F
Las Vegas_6245,25.3,C
Melbourne_6246,39,F
Pekín_6247,-14.1,F
Las Vegas_6248,96.7,F
Oslo_6249,101.5,F
Lisboa_6250,59.1,F
Roma_6251,44.5,C
Melbourne_6252,-20.3,C
Nueva York_6253,-4.8,F
Buenos Aires_6254,-17.6,C
Singapur_6255,-27.4,C
Denver_6256,13.1,C
Seattle_6257,1.3,C
Bogota_6258,-6.1,F
Ankara_6259,37.7,F
Melbourne_6260,-23.5,C
Budapest_6261,108.3,F
Cancun_6262,118.7,F
Miami_6263,12.7,F
Nueva York_6264,32.7,F
Madrid_6265,100.8,F
Phoenix_6266,-5.7,C
Paris_6267,59.7,F
Phoenix_6268,-17.5,F
Tokio_6269,3.6,F
Los Angeles_6270,1.5,C
Atenas_6271,-17.4,F
Paris_6272,7.6,C
Guadalajara_6273,-8,C
Londres_6274,12.5,C
Lisboa_6275,7.8,F
Houston_6276,0.1,C
Lagos_6277,83.5,F
Budapest_6278,30.8,C
Varsovia_6279,33.8,C
Auckland_6280,98,F
Cairo_6281,-0.2,F
Varsovia_6282,6.2,C
Londres_6283,39.8,C
Las Vegas_6284,76.6,F
Auckland_6285,2.4,F
Auckland_6286,36,F
Varsovia_6287,67.5,F
Sydney_6288,24.9,C
Helsinki_6289,-2.8,C
Phoenix_6290,9.6,C
Caracas_6291,79.4,F
Lagos_6292,37.3,C
Monterrey_6293,41.6,F
Madrid_6294,15.7,C
Nueva York_6295,-12.7,C
Paris_6296,14.6,C
Madrid_6297,8.4,C
Houston_6298,74.8,F
Toronto_6299,26.5,C
Guadalajara_6300,78.7,F
Pekín_6301,43.8,C
Nairobi_6302,34.6,C
Lima_6303,-8.4,C
Dubai_6304,39.3,F
Caracas_6305,-19.6,C
Auckland_6306,-0.7,C
Bogota_6307,95.8,F
Boston_6308,-11.1,C
Sydney_6309,-3,C
Honolulu_6310,-6,C
Moscu_6311,44.8,C
Lagos_6312,-8.2,C
Ankara_6313,-26.8,C
Cancun_6314,11.2,C
Los Angeles_6315,6.5,C
Denver_6316,16.7,C
Pekín_6317,17.6,C
Atenas_6318,4.3,C
Nueva York_6319,-21.7,F
Berlin_6320,97.1,F
Sydney_6321,84.7,F
Toronto_6322,12.4,C
Monterrey_6323,-22.4,C
Lisboa_6324,44.7,C
Monterrey_6325,13.8,C
Oslo_6326,19.1,C
Mumbai_6327,90.2,F
Denver_6328,-23.3,C
Auckland_6329,11.2,C
Melbourne_6330,41.9,F
Dubai_6331,45.7,C
Helsinki_6332,-10.2,F
Miami_6333,16.3,C
Helsinki_6334,48.7,C
Tokio_6335,21,C
Nueva York_6336,26.9,F
Dubai_6337,24,C
Monterrey_6338,25.6,C
Toronto_6339,-12.8,C
Atenas_6340,31.9,C
Dubai_6341,47.3,C
Reykjavik_6342,23.5,F
Santiago_6343,18.5,C
Varsovia_6344,-17.9,C
Atenas_6345,8.1,F
Los Angeles_6346,41.9,C
Atenas_6347,26.4,C
Oslo_6348,-4.7,F
Sydney_6349,15.3,C
Monterrey_6350,-28,C
Lima_6351,22.2,C
Estocolmo_6352,17.8,F
Lima_6353,56.5,F
Nueva York_6354,40,C
Mumbai_6355,78.9,F
Puebla_6356,118,F
Dubai_6357,59.4,F
Boston_6358,79.7,F
Paris_6359,-11.5,F
Las Vegas_6360,121.6,F
Atenas_6361,32.2,C
Madrid_6362,115.2,F
Ankara_6363,45.4,C
Guadalajara_6364,9.1,F
Pekín_6365,49.4,F
Seattle_6366,43.1,C
Lagos_6367,5.8,F
Pekín_6368,94.7,F
Caracas_6369,59.7,F
Houston_6370,2.6,F
Helsinki_6371,75,F
Estocolmo_6372,48.7,C
Berlin_6373,-15.2,F
Cairo_6374,9.1,C
Berlin_6375,88.6,F
Cairo_6376,-19.4,F
Moscu_6377,58,F
Cancun_6378,26.7,C
Monterrey_6379,42,C
Puebla_6380,32.7,C
Nueva York_6381,10.4,F
Oslo_6382,-0.1,F
Tokio_6383,45.5,C
Monterrey_6384,-27.7,C
Tijuana_6385,117.6,F
Seattle_6386,48.4,F
Budapest_6387,26.8,C
Denver_6388,-10.8,F
Mumbai_6389,50.2,F
Caracas_6390,28.9,C
Nueva York_6391,78.4,F
Lisboa_6392,44.1,C
Varsovia_6393,17.3,C
Lagos_6394,44.5,F
Boston_6395,87.8,F
Santiago_6396,118,F
Pekín_6397,26.9,F
Lisboa_6398,41.7,C
Toronto_6399,5.2,C
Boston_6400,89.7,F
Cairo_6401,52.4,F
Cancun_6402,47.8,C
Melbourne_6403,-20.6,F
Nairobi_6404,24.2,F
Helsinki_6405,-24.1,C
Oslo_6406,18,C
Buenos Aires_6407,-5,C
Monterrey_6408,63.9,F
Atenas_6409,-16.2,C
Denver_6410,119.5,F
Puebla_6411,-12.4,C
Madrid_6412,-4.1,F
Chicago_6413,72.1,F
Cancun_6414,-22.7,C
Estocolmo_6415,-18.6,C
Sydney_6416,-8.2,F
Helsinki_6417,121.2,F
CDMX_6418,-29.8,C
Estocolmo_6419,37.7,C
Reykjavik_6420,71.7,F
Bangkok_6421,10.9,F
Miami_6422,18,F
Phoenix_6423,71.9,F
Cancun_6424,-25.6,C
Buenos Aires_6425,9.7,C
Bogota_6426,42.5,F
Lagos_6427,14.8,C
Tokio_6428,5.3,C
Houston_6429,-21.2,F
Reykjavik_6430,-2.2,C
Estocolmo_6431,-2.8,F
Varsovia_6432,-27.9,C
Pekín_6433,81.4,F
Mumbai_6434,-0.7,C
Auckland_6435,-22.9,C
Varsovia_6436,-21.7,C
Helsinki_6437,45.9,F
Tijuana_6438,111.8,F
CDMX_6439,121.1,F
Dubai_6440,87,F
Pekín_6441,-24.6,C
Berlin_6442,-17.4,C
Lima_6443,-28.3,C
Singapur_6444,-10.5,C
Caracas_6445,47.6,F
Phoenix_6446,1.1,C
Houston_6447,35.7,F
Caracas_6448,17.3,C
Chicago_6449,21.2,C
Mumbai_6450,-5,C
Tijuana_6451,-25.2,C
Nairobi_6452,39.2,C
Oslo_6453,-9.6,C
Paris_6454,-9.7,F
Phoenix_6455,1.6,C
Buenos Aires_6456,-8,C
Berlin_6457,35,C
Paris_6458,-10.6,C
Honolulu_6459,95.2,F
Moscu_6460,-10.2,C
Londres_6461,21.2,C
Honolulu_6462,111.5,F
Santiago_6463,69.6,F
Pekín_6464,16.9,F
Budapest_6465,3.4,C
Tokio_6466,51.3,F
Atenas_6467,-29.3,C
Phoenix_6468,-11.2,C
Boston_6469,41.8,C
Phoenix_6470,65.6,F
Tijuana_6471,118.3,F
Paris_6472,12.9,C
Nairobi_6473,13.4,C
Dubai_6474,101.5,F
Pekín_6475,68.5,F
Berlin_6476,16,F
Boston_6477,43,C
Estocolmo_6478,71.7,F
Lima_6479,42.3,C
Chicago_6480,3.2,C
Nueva York_6481,32.2,F
Phoenix_6482,115.4,F
Dubai_6483,120.3,F
Houston_6484,89,F
Monterrey_6485,75.1,F
Toronto_6486,-18.4,F
Miami_6487,13.6,C
Londres_6488,0.6,C
Ankara_6489,-20.6,C
Berlin_6490,29.4,F
Helsinki_6491,34.7,C
Atenas_6492,88,F
Lima_6493,107.9,F
Londres_6494,114.1,F
Bangkok_6495,63.6,F
Singapur_6496,7.4,F
Dubai_6497,20.7,F
Las Vegas_6498,-1.7,F
Auckland_6499,-13.6,C
Pekín_6500,-20,C
Helsinki_6501,15.1,C
Melbourne_6502,100.1,F
Paris_6503,48.6,C
Nairobi_6504,-13,C
Cairo_6505,116.2,F
Bangkok_6506,50.1,F
Guadalajara_6507,87.4,F
Cancun_6508,-28.6,C
Atenas_6509,2.7,F
CDMX_6510,23.8,C
Lisboa_6511,45.6,F
Chicago_6512,26.9,C
Lima_6513,44.9,C
Houston_6514,81.6,F
Nairobi_6515,-10,C
Cancun_6516,12.8,C
Los Angeles_6517,27.1,F
Lagos_6518,-9.9,C
Monterrey_6519,49.6,C
Tokio_6520,105.4,F
Helsinki_6521,92.5,F
Las Vegas_6522,37.3,C
Phoenix_6523,9.3,F
Berlin_6524,35,C
Budapest_6525,116.3,F
Cairo_6526,86.9,F
Budapest_6527,-14.6,F
CDMX_6528,115.3,F
Tijuana_6529,23.7,F
Moscu_6530,-18.8,C
Nairobi_6531,2.7,C
Pekín_6532,62.4,F
Paris_6533,-5.9,F
Phoenix_6534,-15,C
Berlin_6535,-2.6,C
Melbourne_6536,17.6,C
Tokio_6537,-23.6,C
Melbourne_6538,-16.8,C
Paris_6539,95.1,F
Nueva York_6540,-28.7,C
Reykjavik_6541,-23,C
Monterrey_6542,22.3,F
Melbourne_6543,-2.2,C
Londres_6544,62.2,F
Caracas_6545,27.9,F
Miami_6546,20.8,C
Londres_6547,83.7,F
Buenos Aires_6548,94.2,F
Houston_6549,45.2,C
Bangkok_6550,23.2,C
Honolulu_6551,-21.1,C
Chicago_6552,14.7,C
Puebla_6553,0.5,F
Chicago_6554,19.4,F
Boston_6555,30.4,C
Lima_6556,3.7,F
Estocolmo_6557,113.1,F
Dubai_6558,29.3,F
Chicago_6559,43,F
Honolulu_6560,35.5,C
Monterrey_6561,37.9,C
Lagos_6562,69.2,F
Toronto_6563,58.5,F
Varsovia_6564,-0.7,C
Varsovia_6565,87.2,F
Varsovia_6566,43.1,C
Auckland_6567,-22.8,C
Lagos_6568,93,F
Chicago_6569,23.5,F
Caracas_6570,-23.5,C
CDMX_6571,46.3,C
Lisboa_6572,29.8,F
Estocolmo_6573,-13.4,C
Estocolmo_6574,-1.1,C
Lima_6575,29.2,C
Bogota_6576,36.8,C
Reykjavik_6577,30.6,C
Guadalajara_6578,99.2,F
Nairobi_6579,120.3,F
Dubai_6580,-18.8,C
Bogota_6581,72.7,F
Lima_6582,20.6,C
Phoenix_6583,76.7,F
Auckland_6584,27.5,F
Lagos_6585,-23.1,C
Mumbai_6586,-0.3,C
Estocolmo_6587,98.6,F
Reykjavik_6588,107.5,F
Boston_6589,55.1,F
Honolulu_6590,67,F
Cancun_6591,-13.3,F
Santiago_6592,-18.4,F
Budapest_6593,14.8,C
Reykjavik_6594,33.1,C
Pekín_6595,29,C
Ankara_6596,119,F
Tokio_6597,-22.2,C
Moscu_6598,108.1,F
Caracas_6599,7,F
Ankara_6600,-12.8,C
Estocolmo_6601,1.6,C
Nueva York_6602,109.2,F
Cairo_6603,-20.3,C
Cancun_6604,120.3,F
Estocolmo_6605,66.9,F
Melbourne_6606,36.4,C
Chicago_6607,-12.6,F
Paris_6608,22.6,C
Helsinki_6609,-9.1,C
Mumbai_6610,112.5,F
Moscu_6611,41.9,F
Paris_6612,32.6,C
Houston_6613,42.3,C
Madrid_6614,49.2,C
Londres_6615,-9.7,C
Cancun_6616,-2.2,F
Nairobi_6617,114.7,F
Honolulu_6618,47.9,C
Toronto_6619,-16.8,F
Tijuana_6620,-6.5,F
Nueva York_6621,-0.8,C
Lagos_6622,-29.3,C
Bogota_6623,103.4,F
Nueva York_6624,104.7,F
Varsovia_6625,-11,F
Lagos_6626,107.8,F
Oslo_6627,12.6,F
Lima_6628,6.9,C
Reykjavik_6629,18.1,C
Buenos Aires_6630,82.8,F
Caracas_6631,-3.6,F
Seattle_6632,112.2,F
Bogota_6633,-13,C
Ankara_6634,-16.8,F
Los Angeles_6635,-18.3,C
Paris_6636,86.6,F
Houston_6637,75.6,F
Tijuana_6638,26.3,C
Melbourne_6639,26.3,F
Roma_6640,-1.8,F
Denver_6641,32.7,F
Atenas_6642,3.4,C
Houston_6643,36.6,C
Nairobi_6644,15.7,F
Bogota_6645,59.6,F
Reykjavik_6646,6.4,F
Caracas_6647,36.2,C
Ankara_6648,102.7,F
Monterrey_6649,13.3,C
Toronto_6650,3.4,C
Bogota_6651,101.3,F
Sydney_6652,106.9,F
Miami_6653,12.5,F
Moscu_6654,-23.7,C
Tijuana_6655,29,C
Tokio_6656,38.5,F
Melbourne_6657,24.3,C
Melbourne_6658,-12.4,F
Dubai_6659,39.8,C
Chicago_6660,-7,F
Santiago_6661,-22.5,C
Ankara_6662,21,C
Caracas_6663,4.2,C
Santiago_6664,9.8,C
Caracas_6665,-12.9,C
Dubai_6666,44.9,F
Buenos Aires_6667,35.7,C
Cairo_6668,-24,C
Reykjavik_6669,-17.9,F
Lisboa_6670,20.5,F
Atenas_6671,-9.7,C
Lagos_6672,-23.2,C
Estocolmo_6673,3.7,C
Puebla_6674,13.8,C
Londres_6675,64,F
Honolulu_6676,26.2,F
Helsinki_6677,-9.1,C
Caracas_6678,-21.8,C
Moscu_6679,-28.7,C
Singapur_6680,-14.3,C
Buenos Aires_6681,24.7,F
Londres_6682,-28,C
Las Vegas_6683,17.2,C
Dubai_6684,54.8,F
Estocolmo_6685,48.4,C
Melbourne_6686,41.2,C
Seattle_6687,35,F
Chicago_6688,41.3,F
Pekín_6689,-9.3,C
Moscu_6690,107.9,F
Mumbai_6691,27.5,F
Guadalajara_6692,37,C
Phoenix_6693,55.8,F
Buenos Aires_6694,-9.8,C
Auckland_6695,61.2,F
Atenas_6696,8.6,C
Dubai_6697,72,F
Bangkok_6698,56.6,F
Ankara_6699,35.9,C
Phoenix_6700,9.2,C
Varsovia_6701,41.2,F
Londres_6702,96.6,F
Chicago_6703,-3.3,F
Estocolmo_6704,80.9,F
Ankara_6705,-11.2,C
Cairo_6706,23.1,C
Melbourne_6707,24.8,F
Seattle_6708,6.7,C
Las Vegas_6709,-7.4,C
Budapest_6710,17.3,C
Varsovia_6711,49,C
Seattle_6712,-2.7,C
Seattle_6713,36.2,C
Estocolmo_6714,111.3,F
Estocolmo_6715,-19.2,C
Cancun_6716,-22.6,C
Paris_6717,9.7,F
Puebla_6718,15.7,C
Madrid_6719,97.6,F
Tijuana_6720,83.3,F
Guadalajara_6721,38.5,F
Guadalajara_6722,27.2,F
Nairobi_6723,28.2,C
Denver_6724,-2.7,C
Tijuana_6725,-18,C
Bogota_6726,85.1,F
Auckland_6727,29.7,C
Singapur_6728,27.7,C
Cairo_6729,-9.3,F
Bogota_6730,-23.5,C
Dubai_6731,52.3,F
Cancun_6732,4.2,C
Bogota_6733,61.5,F
Reykjavik_6734,-0.5,C
Bangkok_6735,107.9,F
Madrid_6736,36.5,C
Madrid_6737,69.2,F
Nairobi_6738,38,F
Auckland_6739,36.5,C
Singapur_6740,18.8,F
Auckland_6741,49,F
Sydney_6742,104.3,F
Paris_6743,-1.4,C
Lisboa_6744,96.7,F
Oslo_6745,7.2,C
Estocolmo_6746,83.4,F
Pekín_6747,18.1,C
Varsovia_6748,29.2,C
Berlin_6749,23.3,F
Estocolmo_6750,62.6,F
Budapest_6751,14.7,F
Paris_6752,-2.3,C
Lagos_6753,-0.1,F
Toronto_6754,4.7,C
Madrid_6755,24,C
Auckland_6756,-26.5,C
Puebla_6757,92.4,F
CDMX_6758,24,F
Sydney_6759,19.7,C
Lagos_6760,10.1,C
Oslo_6761,8.1,C
Nairobi_6762,-16.9,C
Helsinki_6763,33.6,C
Miami_6764,30.4,F
Bogota_6765,117.6,F
Madrid_6766,14.8,C
Houston_6767,9.3,C
Sydney_6768,18.5,C
Tijuana_6769,21.7,C
Auckland_6770,37.5,F
Sydney_6771,-3.7,C
Helsinki_6772,41.8,C
Tokio_6773,10.5,C
Boston_6774,-13.4,C
Varsovia_6775,46.4,C
Boston_6776,-20.4,C
Guadalajara_6777,111.6,F
Pekín_6778,115.2,F
Auckland_6779,50.2,F
Auckland_6780,22.1,F
Sydney_6781,25.4,C
Santiago_6782,4.2,F
Londres_6783,-8.8,C
Berlin_6784,-17.4,C
Melbourne_6785,-11.1,C
Puebla_6786,44.6,F
Atenas_6787,38,C
Dubai_6788,43.2,C
Buenos Aires_6789,22.4,C
Chicago_6790,38.4,F
Pekín_6791,-4.3,C
Guadalajara_6792,30,C
Lima_6793,42.8,C
Chicago_6794,112.4,F
Moscu_6795,-10.2,F
Budapest_6796,108.7,F
Chicago_6797,24.3,C
Santiago_6798,42.9,C
Paris_6799,-24.9,C
Nueva York_6800,8,C
Toronto_6801,52.1,F
Guadalajara_6802,7.1,C
Caracas_6803,20.5,C
Guadalajara_6804,-9.5,F
Las Vegas_6805,-13.2,C
Guadalajara_6806,84.7,F
Varsovia_6807,1.1,C
Londres_6808,115,F
Lagos_6809,32.1,F
Cancun_6810,26.4,C
Paris_6811,3.5,F
Cancun_6812,59.8,F
Berlin_6813,8.2,F
Denver_6814,20.9,C
Lagos_6815,44.3,C
Phoenix_6816,115.2,F
Budapest_6817,30,C
Bangkok_6818,-17.4,C
Lima_6819,-2.8,C
Lagos_6820,12,C
Chicago_6821,84.2,F
Nueva York_6822,-16.7,C
Denver_6823,17.1,C
Miami_6824,51.1,F
Bangkok_6825,16.8,C
Ankara_6826,-1,C
Seattle_6827,-7.3,C
Tokio_6828,-14,F
Caracas_6829,16.7,C
Madrid_6830,-27.3,C
Bangkok_6831,7.5,C
Houston_6832,118.4,F
Nueva York_6833,25.2,F
Varsovia_6834,4.9,C
Cairo_6835,11.3,C
Dubai_6836,47,C
Oslo_6837,44.5,C
Caracas_6838,48.6,F
Santiago_6839,88.4,F
Los Angeles_6840,50.4,F
Varsovia_6841,104.1,F
Pekín_6842,83.6,F
Roma_6843,38.7,C
Estocolmo_6844,40.1,C
Honolulu_6845,18.6,C
Denver_6846,42.5,C
Melbourne_6847,28.1,C
Chicago_6848,27.1,F
Dubai_6849,54.7,F
Toronto_6850,15.4,C
Budapest_6851,7.2,F
Toronto_6852,-11.1,F
Bogota_6853,74.8,F
Bogota_6854,111.6,F
Dubai_6855,25.5,C
Lima_6856,4.3,C
Lisboa_6857,91.2,F
Chicago_6858,30.3,F
Roma_6859,77.3,F
Miami_6860,92.9,F
Atenas_6861,14.6,C
Helsinki_6862,-11.2,C
Toronto_6863,24.8,F
Singapur_6864,2.3,C
Madrid_6865,109.4,F
CDMX_6866,-29,C
Lima_6867,-7.3,C
Sydney_6868,122,F
Mumbai_6869,-9,F
Cairo_6870,33.7,F
Nueva York_6871,7.2,C
Varsovia_6872,-4.7,F
Nueva York_6873,24.9,F
Monterrey_6874,-10.6,C
Los Angeles_6875,110.5,F
Cairo_6876,33.2,F
Bogota_6877,87.8,F
Monterrey_6878,108.7,F
Denver_6879,16.8,C
Buenos Aires_6880,46.3,C
Oslo_6881,49.3,F
Boston_6882,15.7,C
Reykjavik_6883,-5,F
Atenas_6884,73.4,F
Cancun_6885,35.3,C
Monterrey_6886,24.3,C
Reykjavik_6887,-14.8,C
Bangkok_6888,-25.5,C
Nueva York_6889,108.5,F
Nueva York_6890,44.5,F
Sydney_6891,-4.8,C
Nairobi_6892,-27.6,C
Paris_6893,86.5,F
Atenas_6894,41,C
Auckland_6895,45.6,C
Chicago_6896,-3.8,C
Cancun_6897,-24.7,C
Varsovia_6898,-27,C
Budapest_6899,31.2,C
Honolulu_6900,3.1,F
Singapur_6901,94.9,F
Lima_6902,42.6,C
Cancun_6903,55.3,F
Guadalajara_6904,10.6,F
Cairo_6905,76.6,F
Houston_6906,57.9,F
Guadalajara_6907,14.4,C
Toronto_6908,36,F
Ankara_6909,107,F
Puebla_6910,9.6,C
Bangkok_6911,34.8,F
Nairobi_6912,37.9,C
Seattle_6913,-6,C
Guadalajara_6914,22.5,F
Lisboa_6915,0.2,F
Cancun_6916,42.6,C
CDMX_6917,102.7,F
Melbourne_6918,15.8,F
Nairobi_6919,1.3,C
Las Vegas_6920,110.5,F
Moscu_6921,24.9,F
Oslo_6922,47.4,C
Caracas_6923,114.3,F
Cairo_6924,-1.4,C
Sydney_6925,59.1,F
Nueva York_6926,8.1,F
Las Vegas_6927,28,F
Honolulu_6928,5.1,F
Cairo_6929,-2.5,C
Lima_6930,-10,C
Budapest_6931,70.7,F
Nairobi_6932,5.1,C
